link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201270BA,qvdf,202619,202732,,,-1,0,-1,1,3,,3,1500_1800,1049.447,11.891,1049.447,0.997,36.977,0.948,0.250,0.266,700.000,0.000,0.052,0.355,2.000,186.199,1.169,1.195,0.124,0.000,39.000,33.150,0.498,1.000,36.977,31.226,644.497,17.430,644.497,17.430,0.904,0.000,"LINESTRING (-112.405394 33.645531, -112.402939 33.654173)",1037.6,0.0,0.0,0.0,0.0,1103.5,0,-54.0,39.000,39.000,39.000,39.000,39.000,39.000,38.999,37.049,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,38.999,38.999,39.000,39.000,39.000,38.913,38.652,38.391,38.130,37.869,37.608,37.347,37.086,35.150,37.562,38.101,38.641,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1048.86,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
201271AB,qvdf,202618,202617,,,-1,0,-1,1,2,,2,1500_1800,6464.057,31.442,6464.057,0.888,28.016,0.718,0.798,0.864,900.000,0.000,0.250,0.361,3.000,777.878,1.235,1.177,0.964,0.000,39.000,33.150,0.457,1.000,28.016,23.002,2681.355,95.709,2681.355,95.709,26.956,14.823,"LINESTRING (-112.426763 33.640475, -112.433958 33.640387)",6432.6,0.0,0.0,0.0,0.0,6572.7,0,-108.7,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,38.999,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.997,38.997,38.997,37.047,38.997,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,38.679,37.715,36.752,35.788,34.824,33.861,34.444,25.779,23.970,32.847,34.292,37.117,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,6461.23,0.00,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,period-based
201271BA,qvdf,202617,202618,,,-1,0,-1,1,2,,2,1500_1800,4895.221,30.629,4895.221,0.794,31.332,0.803,0.604,0.655,900.000,0.000,0.156,0.361,3.000,589.086,1.235,1.177,0.602,0.000,39.000,33.150,0.457,1.000,31.332,25.992,2030.587,64.810,2030.587,64.810,12.743,3.555,"LINESTRING (-112.433918 33.637181, -112.426723 33.637269)",4864.6,0.0,0.0,0.0,0.0,5362.8,0,-467.6,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,38.997,37.047,38.997,38.998,38.998,38.998,38.999,38.999,38.999,39.000,39.000,38.713,37.852,36.991,36.131,35.270,34.409,33.548,31.992,28.254,34.915,35.513,37.605,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,4892.67,0.00,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,period-based
201273AB,qvdf,202616,202615,,,-1,0,-1,1,3,,3,1500_1800,610.060,0.000,610.060,0.910,37.361,0.934,0.291,0.309,700.000,0.000,0.060,0.355,1.000,216.481,1.169,1.195,0.160,0.000,40.000,34.000,0.498,1.000,37.361,31.494,345.782,9.255,345.782,9.255,0.611,0.000,"LINESTRING (-112.437152 33.653030, -112.435910 33.645035)",610.1,0.0,0.0,0.0,0.0,601.6,0,8.4,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.885,39.542,39.198,38.855,38.511,38.167,37.824,37.480,35.491,38.088,38.805,39.522,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,612.76,0.00,-0.17,-0.17,-0.17,-0.16,-0.16,-0.15,-0.15,-0.15,-0.14,-0.14,-0.14,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,period-based
201273BA,qvdf,202615,202616,,,-1,0,-1,1,3,,3,1500_1800,533.876,0.000,533.876,0.898,37.866,0.947,0.254,0.271,700.000,0.000,0.048,0.355,1.000,189.447,1.169,1.195,0.128,0.000,40.000,34.000,0.498,1.000,37.866,31.971,302.601,7.991,302.601,7.991,0.426,0.000,"LINESTRING (-112.432742 33.645527, -112.433984 33.653522)",533.9,0.0,0.0,0.0,0.0,554.2,0,-20.3,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.908,39.633,39.357,39.082,38.806,38.531,38.255,37.980,35.994,38.481,39.050,39.620,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,536.43,0.00,-0.16,-0.16,-0.15,-0.15,-0.15,-0.15,-0.14,-0.14,-0.14,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.12,-0.11,period-based
201274AB,qvdf,202614,202613,,,-1,0,-1,1,4,,4,1500_1800,1328.951,10.795,1328.951,0.540,34.952,0.874,0.443,0.472,500.000,0.000,0.068,0.355,2.000,235.790,1.169,1.195,0.327,0.000,40.000,34.000,0.498,1.000,34.952,29.243,418.380,11.970,418.380,11.970,1.511,0.000,"LINESTRING (-112.424380 33.658235, -112.427164 33.662001)",1318.2,0.0,0.0,0.0,0.0,1285.0,0,44.0,40.000,40.000,40.000,40.000,39.999,39.999,39.999,37.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,39.771,39.084,38.397,37.710,37.022,36.335,35.648,34.482,32.503,35.977,37.486,38.994,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,1328.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201274BA,qvdf,202613,202614,,,-1,0,-1,1,4,,4,1500_1800,1101.958,10.545,1101.958,0.522,36.195,0.905,0.367,0.391,500.000,0.000,0.050,0.355,2.000,195.516,1.169,1.195,0.238,0.000,40.000,34.000,0.498,1.000,36.195,30.400,346.918,9.585,346.918,9.585,0.912,0.000,"LINESTRING (-112.429742 33.660095, -112.426958 33.656329)",1091.4,0.0,0.0,0.0,0.0,1075.9,0,26.0,40.000,40.000,40.000,40.000,39.999,39.999,39.999,37.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.999,39.999,39.999,39.999,39.999,40.000,40.000,39.831,39.326,38.820,38.314,37.808,37.303,36.797,36.574,34.590,37.120,38.200,39.280,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,1101.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201275AB,qvdf,202612,202611,115P05691,AZ-303-LOOP-NORTHBOUND,1,0,2,1,1,,1,1500_1800,6475.997,885.005,6475.997,2.603,61.257,0.901,0.372,0.386,1935.000,0.000,0.258,0.346,3.000,746.672,1.000,1.240,0.199,0.000,68.000,57.800,0.600,1.000,61.257,51.633,17211.773,280.978,17211.773,280.978,27.863,0.000,"LINESTRING (-112.418240 33.640639, -112.407114 33.677112)",5591.0,0.0,0.0,0.0,0.0,6391.2,0,84.8,67.994,67.974,67.955,67.935,67.916,67.897,67.877,64.477,67.901,67.928,67.955,67.982,67.995,67.979,67.964,67.949,67.933,67.918,67.902,67.887,67.871,67.856,67.841,67.825,67.810,67.794,64.397,67.813,67.834,67.856,67.878,67.899,67.921,67.942,67.964,67.986,67.704,66.817,65.930,65.043,64.156,63.269,62.382,63.137,59.839,63.008,64.880,66.752,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,6473.53,0.00,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,period-based
201276AB,qvdf,202610,202609,,,-1,0,-1,1,4,,4,1500_1800,1328.951,10.795,1328.951,0.282,34.952,0.874,0.443,0.472,500.000,0.000,0.036,0.355,2.000,235.790,1.169,1.195,0.327,0.000,40.000,34.000,0.498,1.000,34.952,29.243,218.054,6.239,218.054,6.239,0.787,0.000,"LINESTRING (-112.426238 33.663720, -112.424032 33.665198)",1318.2,0.0,0.0,0.0,0.0,1285.0,0,44.0,40.000,40.000,40.000,40.000,39.999,39.999,39.999,37.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,39.771,39.084,38.397,37.710,37.022,36.335,35.648,34.482,32.503,35.977,37.486,38.994,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,1328.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201276BA,qvdf,202609,202610,,,-1,0,-1,1,4,,4,1500_1800,1101.958,10.545,1101.958,0.272,36.195,0.905,0.367,0.391,500.000,0.000,0.026,0.355,2.000,195.516,1.169,1.195,0.238,0.000,40.000,34.000,0.498,1.000,36.195,30.400,180.809,4.995,180.809,4.995,0.475,0.000,"LINESTRING (-112.425816 33.667862, -112.428022 33.666384)",1091.4,0.0,0.0,0.0,0.0,1075.9,0,26.0,40.000,40.000,40.000,40.000,39.999,39.999,39.999,37.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.999,39.999,39.999,39.999,39.999,40.000,40.000,39.831,39.326,38.820,38.314,37.808,37.303,36.797,36.574,34.590,37.120,38.200,39.280,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1101.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201277AB,qvdf,202608,202607,115-05689,AZ-303-LOOP-SOUTHBOUND,1,0,7,1,1,,1,1500_1800,6871.660,865.586,6871.660,2.678,60.478,0.889,0.395,0.415,1935.000,0.000,0.296,0.350,3.000,802.418,1.000,1.240,0.225,0.000,68.000,57.800,0.600,1.000,60.478,50.927,18551.764,306.750,18551.764,306.750,33.930,0.000,"LINESTRING (-112.407417 33.677491, -112.418467 33.640626)",6006.1,0.0,0.0,0.0,0.0,6713.9,0,157.7,67.994,67.976,67.957,67.939,67.921,67.902,67.884,64.484,67.906,67.932,67.957,67.983,67.996,67.984,67.971,67.959,67.947,67.934,67.922,67.910,67.897,67.885,67.873,67.860,67.848,67.836,64.438,67.850,67.868,67.885,67.902,67.919,67.937,67.954,67.971,67.988,67.668,66.672,65.675,64.679,63.683,62.687,61.691,61.794,58.508,62.350,64.469,66.588,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,6868.47,0.00,0.20,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,period-based
201278AB,qvdf,628,202617,,,-1,0,-1,1,9,,9,1500_1800,1723.779,1.609,1723.779,1.519,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,67.965,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,872.939,43.647,872.939,43.647,0.000,0.000,"LINESTRING (-112.433174 33.631289, -112.432345 33.638604)",1722.2,0.0,0.0,0.0,0.0,2469.6,0,-745.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1723.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201278BA,qvdf,202617,628,,,-1,0,-1,1,9,,9,1500_1800,2560.851,1.860,2560.851,1.519,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,100.969,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1296.841,64.842,1296.841,64.842,0.000,0.000,"LINESTRING (-112.435531 33.638964, -112.436360 33.631649)",2559.0,0.0,0.0,0.0,0.0,2592.1,0,-31.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,2560.72,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
201279AB,qvdf,628,202746,,,-1,0,-1,1,9,,9,1500_1800,0.000,0.000,0.000,3.467,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.435365 33.632956, -112.453429 33.625687)",0.0,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201279BA,qvdf,202746,628,,,-1,0,-1,-1,9,,9,1500_1800,0.000,0.000,0.000,3.467,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.452233 33.622713, -112.434169 33.629982)",0.0,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201280AB,qvdf,202606,202909,,,-1,0,-1,1,2,,2,1500_1800,2424.427,10.124,2424.427,1.680,36.300,0.931,0.299,0.324,900.000,0.000,0.116,0.361,3.000,291.753,1.235,1.177,0.183,0.000,39.000,33.150,0.457,1.000,36.300,30.590,2464.600,67.895,2464.600,67.895,4.701,0.000,"LINESTRING (-112.435099 33.640411, -112.452714 33.640116)",2414.3,0.0,0.0,0.0,0.0,2147.5,0,277.0,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.882,38.528,38.175,37.821,37.467,37.114,36.760,37.207,35.268,37.019,37.762,38.505,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,2424.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201280BA,qvdf,202909,202606,,,-1,0,-1,-1,2,,2,1500_1800,1560.342,10.076,1560.342,1.619,37.672,0.966,0.193,0.209,900.000,0.000,0.055,0.361,3.000,187.770,1.235,1.177,0.087,0.000,39.000,33.150,0.457,1.000,37.672,31.886,1586.197,42.105,1586.197,42.105,1.433,0.000,"LINESTRING (-112.452660 33.636910, -112.435045 33.637205)",1550.3,0.0,0.0,0.0,0.0,1497.0,0,63.4,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.943,38.774,38.604,38.435,38.265,38.095,37.926,37.756,35.819,38.075,38.422,38.769,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1560.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201283AB,qvdf,628,202745,,,-1,0,-1,1,9,,9,1500_1800,0.000,0.000,0.000,1.499,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.436363 33.631621, -112.437052 33.624393)",0.0,0.0,0.0,0.0,0.0,1402.5,0,-1402.5,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201283BA,qvdf,202745,628,,,-1,0,-1,1,9,,9,1500_1800,0.000,0.000,0.000,1.499,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.433860 33.624089, -112.433171 33.631317)",0.0,0.0,0.0,0.0,0.0,2188.4,0,-2188.4,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201284AB,qvdf,622,202617,,,-1,0,-1,1,9,,9,1500_1800,813.276,0.000,813.276,1.490,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,32.066,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,403.987,20.199,403.987,20.199,0.000,0.000,"LINESTRING (-112.436297 33.645793, -112.435532 33.638614)",813.3,0.0,0.0,0.0,0.0,715.8,0,97.5,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,810.10,0.00,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,period-based
201284BA,qvdf,202617,622,,,-1,0,-1,1,9,,9,1500_1800,396.857,0.000,396.857,1.490,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,15.647,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,197.135,9.857,197.135,9.857,0.000,0.000,"LINESTRING (-112.432344 33.638954, -112.433109 33.646133)",396.9,0.0,0.0,0.0,0.0,1143.6,0,-746.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,393.12,0.00,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.20,0.20,0.20,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,period-based
